States,Recovered,Death,Total Cases,Date,Latitude,Longitude,Active
Chandigarh,393,6,457,2020-07-04,30.7333,76.7794,58
Chhattisgarh,2437,14,3065,2020-07-04,21.2787,81.8661,614
Dadra and Nagar Haveli and Daman and Diu,96,0,257,2020-07-04,,,161
Delhi,65624,2923,94695,2020-07-04,28.7041,77.1025,26148
Goa,734,4,1482,2020-07-04,15.2993,74.124,744
Gujarat,24933,1904,34600,2020-07-04,22.2587,71.1924,7763
Haryana,11691,255,16003,2020-07-04,29.0588,76.0856,4057
Himachal Pradesh,667,10,1033,2020-07-04,31.1048,77.1734,356
Jammu and Kashmir,5075,119,8019,2020-07-04,33.7782,76.5762,2825
Jharkhand,2001,15,2695,2020-07-04,23.6102,85.2799,679
Karnataka,8805,293,19710,2020-07-04,15.3173,75.7139,10612
Kerala,2841,25,4964,2020-07-04,10.8505,76.2711,2098
Ladakh,777,1,1001,2020-07-04,34.2996,78.2932,223
Madhya Pradesh,11049,593,14297,2020-07-04,22.9734,78.6569,2655
Maharashtra,104687,8376,192990,2020-07-04,19.7515,75.7139,79927
Manipur,639,0,1316,2020-07-04,24.6637,93.9063,677
Meghalaya,43,1,62,2020-07-04,25.467,91.3662,18
Mizoram,126,0,162,2020-07-04,23.1645,92.9376,36
Nagaland,228,0,539,2020-07-04,26.1584,94.5624,311
Odisha,5705,29,8106,2020-07-04,20.9517,85.0985,2372
Puducherry,331,12,802,2020-07-04,11.9416,79.8083,459
Punjab,4266,157,5937,2020-07-04,31.1471,75.3412,1514
Rajasthan,15281,440,19052,2020-07-04,27.0238,74.2179,3331
Sikkim,53,0,102,2020-07-04,,,49
Tamil Nadu,58378,1385,102721,2020-07-04,11.1271,78.6569,42958
Telangana,10195,283,20462,2020-07-04,,,9984
Tripura,1199,1,1525,2020-07-04,23.9408,91.9882,325
Uttar Pradesh,17597,749,25797,2020-07-04,26.8467,80.9462,7451
Uttarakhand,2481,42,3048,2020-07-04,30.0668,79.0193,525
West Bengal,13571,717,20488,2020-07-04,22.9868,87.855,6200
Andaman and Nicobar Islands,66,0,119,2020-07-05,11.7401,92.6586,53
Andhra Pradesh,8008,218,17699,2020-07-05,15.9129,79.74,9473
Arunachal Pradesh,76,1,259,2020-07-05,28.218000000000004,94.7278,182
Assam,6657,14,10668,2020-07-05,26.2006,92.9376,3997
Bihar,8686,89,11700,2020-07-05,25.0961,85.3131,2925
Chandigarh,395,6,460,2020-07-05,30.7333,76.7794,59
Chhattisgarh,2549,14,3161,2020-07-05,21.2787,81.8661,598
Dadra and Nagar Haveli and Daman and Diu,96,0,271,2020-07-05,,,175
Delhi,68256,3004,97200,2020-07-05,28.7041,77.1025,25940
Goa,825,6,1684,2020-07-05,15.2993,74.124,853
Gujarat,25406,1925,35312,2020-07-05,22.2587,71.1924,7981
Haryana,12257,260,16548,2020-07-05,29.0588,76.0856,4031
Himachal Pradesh,704,11,1046,2020-07-05,31.1048,77.1734,331
Jammu and Kashmir,5143,127,8246,2020-07-05,33.7782,76.5762,2976
Jharkhand,2035,17,2739,2020-07-05,23.6102,85.2799,687
Karnataka,9244,335,21549,2020-07-05,15.3173,75.7139,11970
Kerala,3048,25,5204,2020-07-05,10.8505,76.2711,2131
Ladakh,826,1,1005,2020-07-05,34.2996,78.2932,178
Madhya Pradesh,11234,598,14604,2020-07-05,22.9734,78.6569,2772
Maharashtra,108082,8671,200064,2020-07-05,19.7515,75.7139,83311
Manipur,667,0,1325,2020-07-05,24.6637,93.9063,658
Meghalaya,43,1,62,2020-07-05,25.467,91.3662,18
Mizoram,130,0,164,2020-07-05,23.1645,92.9376,34
Nagaland,228,0,563,2020-07-05,26.1584,94.5624,335
Odisha,5934,34,8601,2020-07-05,20.9517,85.0985,2633
Puducherry,331,12,802,2020-07-05,11.9416,79.8083,459
Punjab,4306,162,6109,2020-07-05,31.1471,75.3412,1641
Rajasthan,15640,447,19532,2020-07-05,27.0238,74.2179,3445
Sikkim,58,0,103,2020-07-05,,,45
Tamil Nadu,60592,1450,107001,2020-07-05,11.1271,78.6569,44959
Telangana,11537,288,22312,2020-07-05,,,10487
Tripura,1202,1,1546,2020-07-05,23.9408,91.9882,343
Uttar Pradesh,18154,773,26554,2020-07-05,26.8467,80.9462,7627
Uttarakhand,2502,42,3093,2020-07-05,30.0668,79.0193,549
West Bengal,14166,736,21231,2020-07-05,22.9868,87.855,6329
Andaman and Nicobar Islands,75,0,147,2020-07-08,11.7401,92.6586,72
Andhra Pradesh,9745,252,21197,2020-07-08,15.9129,79.74,11200
Arunachal Pradesh,105,2,276,2020-07-08,28.218000000000004,94.7278,169
Assam,8329,14,12522,2020-07-08,26.2006,92.9376,4179
Bihar,9284,104,12570,2020-07-08,25.0961,85.3131,3182
Chandigarh,401,7,494,2020-07-08,30.7333,76.7794,86
Chhattisgarh,2751,14,3415,2020-07-08,21.2787,81.8661,650
Dadra and Nagar Haveli and Daman and Diu,183,0,405,2020-07-08,,,222
Delhi,74217,3165,102831,2020-07-08,28.7041,77.1025,25449
Goa,1156,8,1903,2020-07-08,15.2993,74.124,739
Gujarat,26720,1977,37550,2020-07-08,22.2587,71.1924,8853
Haryana,13645,279,17999,2020-07-08,29.0588,76.0856,4075
Himachal Pradesh,790,11,1083,2020-07-08,31.1048,77.1734,282
Jammu and Kashmir,5399,143,8931,2020-07-08,33.7782,76.5762,3389
Jharkhand,2104,22,2996,2020-07-08,23.6102,85.2799,870
Karnataka,11098,416,26815,2020-07-08,15.3173,75.7139,15301
Kerala,3452,27,5894,2020-07-08,10.8505,76.2711,2415
Ladakh,836,1,1041,2020-07-08,34.2996,78.2932,204
Madhya Pradesh,11768,622,15627,2020-07-08,22.9734,78.6569,3237
Maharashtra,118558,9250,217121,2020-07-08,19.7515,75.7139,89313
Manipur,771,0,1430,2020-07-08,24.6637,93.9063,659
Meghalaya,43,1,80,2020-07-08,25.467,91.3662,36
Mizoram,133,0,197,2020-07-08,23.1645,92.9376,64
Nagaland,243,0,625,2020-07-08,26.1584,94.5624,382
Odisha,6703,42,10097,2020-07-08,20.9517,85.0985,3352
Puducherry,434,14,930,2020-07-08,11.9416,79.8083,482
Punjab,4554,175,6749,2020-07-08,31.1471,75.3412,2020
Rajasthan,16575,472,21404,2020-07-08,27.0238,74.2179,4357
Sikkim,70,0,125,2020-07-08,,,55
Tamil Nadu,71116,1636,118594,2020-07-08,11.1271,78.6569,45842
Telangana,16287,313,27612,2020-07-08,,,11012
Tripura,1248,1,1704,2020-07-08,23.9408,91.9882,455
Uttar Pradesh,19627,827,29968,2020-07-08,26.8467,80.9462,9514
Uttarakhand,2621,43,3230,2020-07-08,30.0668,79.0193,566
West Bengal,15790,804,23837,2020-07-08,22.9868,87.855,7243
Andaman and Nicobar Islands,77,0,149,2020-07-09,11.7401,92.6586,72
Andhra Pradesh,11101,264,22259,2020-07-09,15.9129,79.74,10894
Arunachal Pradesh,109,2,287,2020-07-09,28.218000000000004,94.7278,176
Assam,8729,16,13336,2020-07-09,26.2006,92.9376,4591
Bihar,9554,107,13189,2020-07-09,25.0961,85.3131,3528
Chandigarh,402,7,513,2020-07-09,30.7333,76.7794,104
Chhattisgarh,2835,14,3525,2020-07-09,21.2787,81.8661,676
Dadra and Nagar Haveli and Daman and Diu,184,0,408,2020-07-09,,,224
Delhi,78199,3213,104864,2020-07-09,28.7041,77.1025,23452
Goa,1207,8,2039,2020-07-09,15.2993,74.124,824
Gujarat,27289,1993,38333,2020-07-09,22.2587,71.1924,9051
Haryana,14106,282,18690,2020-07-09,29.0588,76.0856,4302
Himachal Pradesh,833,11,1101,2020-07-09,31.1048,77.1734,257
Jammu and Kashmir,5567,149,9261,2020-07-09,33.7782,76.5762,3545
Jharkhand,2170,22,3096,2020-07-09,23.6102,85.2799,904
Karnataka,11876,470,28877,2020-07-09,15.3173,75.7139,16531
Kerala,3559,27,6195,2020-07-09,10.8505,76.2711,2609
Ladakh,836,1,1041,2020-07-09,34.2996,78.2932,204
Madhya Pradesh,11987,629,16036,2020-07-09,22.9734,78.6569,3420
Maharashtra,123192,9448,223724,2020-07-09,19.7515,75.7139,91084
Manipur,793,0,1435,2020-07-09,24.6637,93.9063,642
Meghalaya,43,1,80,2020-07-09,25.467,91.3662,36
Mizoram,133,0,197,2020-07-09,23.1645,92.9376,64
Nagaland,304,0,657,2020-07-09,26.1584,94.5624,353
Odisha,7006,48,10624,2020-07-09,20.9517,85.0985,3570
Puducherry,480,14,1008,2020-07-09,11.9416,79.8083,514
Punjab,4828,178,6907,2020-07-09,31.1471,75.3412,1901
Rajasthan,16866,482,22063,2020-07-09,27.0238,74.2179,4715
Sikkim,71,0,133,2020-07-09,,,62
Tamil Nadu,74167,1700,122350,2020-07-09,11.1271,78.6569,46483
Telangana,17279,324,29536,2020-07-09,,,11933
Tripura,1324,1,1761,2020-07-09,23.9408,91.9882,436
Uttar Pradesh,20331,845,31156,2020-07-09,26.8467,80.9462,9980
Uttarakhand,2650,46,3258,2020-07-09,30.0668,79.0193,562
West Bengal,16291,827,24823,2020-07-09,22.9868,87.855,7705
Andaman and Nicobar Islands,109,0,166,2020-07-15,11.7401,92.6586,57
Andhra Pradesh,17467,408,33019,2020-07-15,15.9129,79.74,15144
Arunachal Pradesh,153,3,462,2020-07-15,28.218000000000004,94.7278,306
Assam,11416,40,17807,2020-07-15,26.2006,92.9376,6351
Bihar,12849,174,19284,2020-07-15,25.0961,85.3131,6261
Chandigarh,446,10,600,2020-07-15,30.7333,76.7794,144
Chhattisgarh,3275,20,4379,2020-07-15,21.2787,81.8661,1084
Dadra and Nagar Haveli and Daman and Diu,310,1,520,2020-07-15,,,209
Delhi,93236,3446,115346,2020-07-15,28.7041,77.1025,18664
Goa,1607,18,2753,2020-07-15,15.2993,74.124,1128
Gujarat,30503,2069,43637,2020-07-15,22.2587,71.1924,11065
Haryana,17090,312,22628,2020-07-15,29.0588,76.0856,5226
Himachal Pradesh,951,11,1309,2020-07-15,31.1048,77.1734,347
Jammu and Kashmir,6223,195,11173,2020-07-15,33.7782,76.5762,4755
Jharkhand,2427,36,4091,2020-07-15,23.6102,85.2799,1628
Karnataka,17390,842,44077,2020-07-15,15.3173,75.7139,25845
Kerala,4438,34,8930,2020-07-15,10.8505,76.2711,4458
Ladakh,946,1,1093,2020-07-15,34.2996,78.2932,146
Madhya Pradesh,13575,673,19005,2020-07-15,22.9734,78.6569,4757
Maharashtra,149007,10695,267665,2020-07-15,19.7515,75.7139,107963
Manipur,970,0,1672,2020-07-15,24.6637,93.9063,702
Meghalaya,66,2,318,2020-07-15,25.467,91.3662,250
Mizoram,159,0,238,2020-07-15,23.1645,92.9376,79
Nagaland,346,0,896,2020-07-15,26.1584,94.5624,550
Odisha,9864,74,14280,2020-07-15,20.9517,85.0985,4342
Puducherry,829,18,1531,2020-07-15,11.9416,79.8083,684
Punjab,5663,213,8511,2020-07-15,31.1471,75.3412,2635
Rajasthan,19161,525,25571,2020-07-15,27.0238,74.2179,5885
Sikkim,87,0,209,2020-07-15,,,122
Tamil Nadu,97310,2099,147324,2020-07-15,11.1271,78.6569,47915
Telangana,24840,375,37745,2020-07-15,,,12530
Tripura,1538,2,2170,2020-07-15,23.9408,91.9882,630
Uttar Pradesh,24983,983,39724,2020-07-15,26.8467,80.9462,13758
Uttarakhand,2867,50,3686,2020-07-15,30.0668,79.0193,769
West Bengal,19931,980,32838,2020-07-15,22.9868,87.855,11927
Andaman and Nicobar Islands,130,0,176,2020-07-16,11.7401,92.6586,46
Andhra Pradesh,18378,452,35451,2020-07-16,15.9129,79.74,16621
Arunachal Pradesh,153,3,462,2020-07-16,28.218000000000004,94.7278,306
Assam,12173,46,18666,2020-07-16,26.2006,92.9376,6447
Bihar,13462,180,20612,2020-07-16,25.0961,85.3131,6970
Chandigarh,459,11,625,2020-07-16,30.7333,76.7794,155
Chhattisgarh,3324,20,4539,2020-07-16,21.2787,81.8661,1195
Dadra and Nagar Haveli and Daman and Diu,357,2,539,2020-07-16,,,180
Delhi,95699,3487,116993,2020-07-16,28.7041,77.1025,17807
Goa,1674,18,2951,2020-07-16,15.2993,74.124,1259
Gujarat,31286,2079,44552,2020-07-16,22.2587,71.1924,11187
Haryana,17667,319,23306,2020-07-16,29.0588,76.0856,5320
Himachal Pradesh,979,11,1341,2020-07-16,31.1048,77.1734,351
Jammu and Kashmir,6337,206,11666,2020-07-16,33.7782,76.5762,5123
Jharkhand,2485,38,4320,2020-07-16,23.6102,85.2799,1797
Karnataka,18466,928,47253,2020-07-16,15.3173,75.7139,27859
Kerala,4634,35,9553,2020-07-16,10.8505,76.2711,4884
Ladakh,964,1,1142,2020-07-16,34.2996,78.2932,177
Madhya Pradesh,13908,682,19643,2020-07-16,22.9734,78.6569,5053
Maharashtra,152613,10928,275640,2020-07-16,19.7515,75.7139,112099
Manipur,989,0,1700,2020-07-16,24.6637,93.9063,711
Meghalaya,66,2,346,2020-07-16,25.467,91.3662,278
Mizoram,159,0,238,2020-07-16,23.1645,92.9376,79
Nagaland,348,0,902,2020-07-16,26.1584,94.5624,554
Odisha,10476,77,14898,2020-07-16,20.9517,85.0985,4345
Puducherry,889,21,1596,2020-07-16,11.9416,79.8083,686
Punjab,5867,221,8799,2020-07-16,31.1471,75.3412,2711
Rajasthan,19502,530,26437,2020-07-16,27.0238,74.2179,6405
Sikkim,87,0,220,2020-07-16,,,133
Tamil Nadu,102310,2167,151820,2020-07-16,11.1271,78.6569,47343
Telangana,25999,386,39342,2020-07-16,,,12957
Tripura,1604,3,2268,2020-07-16,23.9408,91.9882,661
Uttar Pradesh,25743,1012,41383,2020-07-16,26.8467,80.9462,14628
Uttarakhand,2948,50,3785,2020-07-16,30.0668,79.0193,787
West Bengal,20680,1000,34427,2020-07-16,22.9868,87.855,12747
Andaman and Nicobar Islands,142,0,194,2020-07-18,11.7401,92.6586,52
Andhra Pradesh,20298,534,40646,2020-07-18,15.9129,79.74,19814
Arunachal Pradesh,175,3,609,2020-07-18,28.218000000000004,94.7278,431
Assam,14105,51,20646,2020-07-18,26.2006,92.9376,6490
Bihar,14621,201,23589,2020-07-18,25.0961,85.3131,8767
Chandigarh,480,11,660,2020-07-18,30.7333,76.7794,169
Chhattisgarh,3512,23,4964,2020-07-18,21.2787,81.8661,1429
Dadra and Nagar Haveli and Daman and Diu,401,2,585,2020-07-18,,,182
Delhi,99301,3571,120107,2020-07-18,28.7041,77.1025,17235
Goa,1946,21,3304,2020-07-18,15.2993,74.124,1337
Gujarat,32973,2106,46430,2020-07-18,22.2587,71.1924,11351
Haryana,18718,327,24797,2020-07-18,29.0588,76.0856,5752
Himachal Pradesh,1024,11,1417,2020-07-18,31.1048,77.1734,382
Jammu and Kashmir,6558,231,12757,2020-07-18,33.7782,76.5762,5968
Jharkhand,2570,46,4921,2020-07-18,23.6102,85.2799,2305
Karnataka,20757,1147,55115,2020-07-18,15.3173,75.7139,33211
Kerala,4995,38,11066,2020-07-18,10.8505,76.2711,6033
Ladakh,973,1,1151,2020-07-18,34.2996,78.2932,177
Madhya Pradesh,14514,697,21081,2020-07-18,22.9734,78.6569,5870
Maharashtra,160357,11452,292589,2020-07-18,19.7515,75.7139,120780
Manipur,1163,0,1800,2020-07-18,24.6637,93.9063,637
Meghalaya,66,2,403,2020-07-18,25.467,91.3662,335
Mizoram,160,0,282,2020-07-18,23.1645,92.9376,122
Nagaland,405,0,956,2020-07-18,26.1584,94.5624,551
Odisha,11330,83,16110,2020-07-18,20.9517,85.0985,4697
Puducherry,1014,25,1832,2020-07-18,11.9416,79.8083,793
Punjab,6373,239,9442,2020-07-18,31.1471,75.3412,2830
Rajasthan,20626,546,27789,2020-07-18,27.0238,74.2179,6617
Sikkim,90,0,266,2020-07-18,,,176
Tamil Nadu,110807,2315,160907,2020-07-18,11.1271,78.6569,47785
Telangana,28705,403,42496,2020-07-18,,,13388
Tripura,1684,3,2366,2020-07-18,23.9408,91.9882,679
Uttar Pradesh,27634,1084,45163,2020-07-18,26.8467,80.9462,16445
Uttarakhand,3021,51,4102,2020-07-18,30.0668,79.0193,1030
West Bengal,22253,1049,38011,2020-07-18,22.9868,87.855,14709
Andaman and Nicobar Islands,145,0,198,2020-07-19,11.7401,92.6586,53
Andhra Pradesh,21763,586,44609,2020-07-19,15.9129,79.74,22260
Arunachal Pradesh,274,3,650,2020-07-19,28.218000000000004,94.7278,373
Assam,15165,53,22918,2020-07-19,26.2006,92.9376,7700
Bihar,15536,208,25136,2020-07-19,25.0961,85.3131,9392
Chandigarh,485,12,700,2020-07-19,30.7333,76.7794,203
Chhattisgarh,3658,24,5233,2020-07-19,21.2787,81.8661,1551
Dadra and Nagar Haveli and Daman and Diu,414,2,602,2020-07-19,,,186
Delhi,101274,3597,121582,2020-07-19,28.7041,77.1025,16711
Goa,2038,21,3484,2020-07-19,15.2993,74.124,1425
Gujarat,34035,2122,47390,2020-07-19,22.2587,71.1924,11233
Haryana,19318,344,25547,2020-07-19,29.0588,76.0856,5885
Himachal Pradesh,1036,11,1457,2020-07-19,31.1048,77.1734,410
Jammu and Kashmir,7165,236,13198,2020-07-19,33.7782,76.5762,5797
Jharkhand,2611,46,5342,2020-07-19,23.6102,85.2799,2685
Karnataka,21775,1240,59652,2020-07-19,15.3173,75.7139,36637
Kerala,5199,40,11659,2020-07-19,10.8505,76.2711,6420
Ladakh,985,1,1159,2020-07-19,34.2996,78.2932,173
Madhya Pradesh,14864,706,21763,2020-07-19,22.9734,78.6569,6193
Maharashtra,165663,11596,300937,2020-07-19,19.7515,75.7139,123678
Manipur,1182,0,1891,2020-07-19,24.6637,93.9063,709
Meghalaya,66,2,418,2020-07-19,25.467,91.3662,350
Mizoram,167,0,284,2020-07-19,23.1645,92.9376,117
Nagaland,432,0,978,2020-07-19,26.1584,94.5624,546
Odisha,11937,86,16701,2020-07-19,20.9517,85.0985,4678
Puducherry,1066,28,1894,2020-07-19,11.9416,79.8083,800
Punjab,6454,246,9792,2020-07-19,31.1471,75.3412,3092
Rajasthan,21144,553,28500,2020-07-19,27.0238,74.2179,6803
Sikkim,90,0,275,2020-07-19,,,185
Tamil Nadu,113856,2403,165714,2020-07-19,11.1271,78.6569,49455
Telangana,30607,409,43780,2020-07-19,,,12764
Tripura,1735,5,2654,2020-07-19,23.9408,91.9882,914
Uttar Pradesh,28664,1108,47036,2020-07-19,26.8467,80.9462,17264
Uttarakhand,3081,52,4276,2020-07-19,30.0668,79.0193,1143
Andaman and Nicobar Islands,145,0,203,2020-07-20,11.7401,92.6586,58
Andhra Pradesh,22890,642,49650,2020-07-20,15.9129,79.74,26118
Arunachal Pradesh,282,3,740,2020-07-20,28.218000000000004,94.7278,455
Assam,16023,57,23999,2020-07-20,26.2006,92.9376,7919
Bihar,16308,217,26569,2020-07-20,25.0961,85.3131,10044
Chandigarh,488,12,717,2020-07-20,30.7333,76.7794,217
Chhattisgarh,3775,24,5407,2020-07-20,21.2787,81.8661,1608
Dadra and Nagar Haveli and Daman and Diu,414,2,605,2020-07-20,,,189
Delhi,103134,3628,122793,2020-07-20,28.7041,77.1025,16031
Goa,2218,22,3657,2020-07-20,15.2993,74.124,1417
Gujarat,34901,2142,48355,2020-07-20,22.2587,71.1924,11312
Haryana,19793,349,26164,2020-07-20,29.0588,76.0856,6022
Himachal Pradesh,1059,11,1483,2020-07-20,31.1048,77.1734,413
Jammu and Kashmir,7811,244,13899,2020-07-20,33.7782,76.5762,5844
Jharkhand,2716,49,5535,2020-07-20,23.6102,85.2799,2770
Karnataka,23065,1331,63772,2020-07-20,15.3173,75.7139,39376
Kerala,5371,42,12480,2020-07-20,10.8505,76.2711,7067
Ladakh,1003,2,1178,2020-07-20,34.2996,78.2932,173
Madhya Pradesh,15311,721,22600,2020-07-20,22.9734,78.6569,6568
Maharashtra,169569,11854,310455,2020-07-20,19.7515,75.7139,129032
Manipur,1213,0,1911,2020-07-20,24.6637,93.9063,698
Meghalaya,66,2,450,2020-07-20,25.467,91.3662,382
Mizoram,167,0,284,2020-07-20,23.1645,92.9376,117
Nagaland,445,0,988,2020-07-20,26.1584,94.5624,543
Odisha,12453,91,17437,2020-07-20,20.9517,85.0985,4893
Puducherry,1154,28,1999,2020-07-20,11.9416,79.8083,817
Punjab,6535,254,10100,2020-07-20,31.1471,75.3412,3311
Rajasthan,21730,559,29434,2020-07-20,27.0238,74.2179,7145
Sikkim,92,0,283,2020-07-20,,,191
Tamil Nadu,117915,2481,170693,2020-07-20,11.1271,78.6569,50297
Telangana,32438,415,45076,2020-07-20,,,12223
Tripura,1759,5,2878,2020-07-20,23.9408,91.9882,1114
Uttar Pradesh,29845,1146,49247,2020-07-20,26.8467,80.9462,18256
Uttarakhand,3116,52,4515,2020-07-20,30.0668,79.0193,1347
Andaman and Nicobar Islands,152,0,207,2020-07-21,11.7401,92.6586,55
Andhra Pradesh,24228,696,53724,2020-07-21,15.9129,79.74,28800
Arunachal Pradesh,285,3,790,2020-07-21,28.218000000000004,94.7278,502
Assam,17095,58,25382,2020-07-21,26.2006,92.9376,8229
Bihar,17433,217,27646,2020-07-21,25.0961,85.3131,9996
Chandigarh,518,12,737,2020-07-21,30.7333,76.7794,207
Chhattisgarh,3944,25,5561,2020-07-21,21.2787,81.8661,1592
Dadra and Nagar Haveli and Daman and Diu,448,2,684,2020-07-21,,,234
Delhi,104918,3663,123747,2020-07-21,28.7041,77.1025,15166
Goa,2361,23,3853,2020-07-21,15.2993,74.124,1469
Gujarat,35678,2162,49353,2020-07-21,22.2587,71.1924,11513
Haryana,20226,355,26858,2020-07-21,29.0588,76.0856,6277
Himachal Pradesh,1067,11,1631,2020-07-21,31.1048,77.1734,553
Jammu and Kashmir,8274,254,14650,2020-07-21,33.7782,76.5762,6122
Jharkhand,2810,53,5756,2020-07-21,23.6102,85.2799,2893
Karnataka,23795,1403,67420,2020-07-21,15.3173,75.7139,42222
Kerala,5616,43,13274,2020-07-21,10.8505,76.2711,7615
Ladakh,1007,2,1195,2020-07-21,34.2996,78.2932,186
Madhya Pradesh,15684,738,23310,2020-07-21,22.9734,78.6569,6888
Maharashtra,175029,12030,318695,2020-07-21,19.7515,75.7139,131636
Manipur,1307,0,1925,2020-07-21,24.6637,93.9063,618
Meghalaya,66,4,466,2020-07-21,25.467,91.3662,396
Mizoram,168,0,297,2020-07-21,23.1645,92.9376,129
Nagaland,484,0,1021,2020-07-21,26.1584,94.5624,537
Odisha,12910,97,18110,2020-07-21,20.9517,85.0985,5103
Puducherry,1265,29,2092,2020-07-21,11.9416,79.8083,798
Punjab,7118,262,10510,2020-07-21,31.1471,75.3412,3130
Rajasthan,22195,568,30390,2020-07-21,27.0238,74.2179,7627
Sikkim,92,0,305,2020-07-21,,,213
Tamil Nadu,121776,2551,175678,2020-07-21,11.1271,78.6569,51351
Telangana,34323,422,46274,2020-07-21,,,11529
Tripura,1845,7,3079,2020-07-21,23.9408,91.9882,1227
Uttar Pradesh,30831,1192,51160,2020-07-21,26.8467,80.9462,19137
Uttarakhand,3212,55,4642,2020-07-21,30.0668,79.0193,1375
West Bengal,26418,1147,44769,2020-07-21,22.9868,87.855,17204
