Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Devusinh Motisinh Chauhan,IND,0,10th Pass,37,410000,KHEDA,0,0.0,M
Dinsha Jhavarbhai Patel,INC,0,10th Pass,77,52207873,KHEDA,3061779,0.0,M
Khristi Adward Khushalbhai,IND,0,10th Pass,0,630000,KHEDA,0,0.0,M
Malek Sabirhusen Ismaelbhai,IND,0,8th Pass,0,75000,KHEDA,0,0.0,M
Malek Sadikhusen Mahmadhusen,IND,0,8th Pass,0,165000,KHEDA,0,0.0,M
Malek Yakubmiya Nabimiya,IND,0,10th Pass,0,1038000,KHEDA,0,0.0,M
Pandav Bhailalbhai Kalubhai,BSP,0,10th Pass,30,80000,KHEDA,0,0.0,M
Parikh Viral Hasmukhbhai,IND,9,12th Pass,39,3386800,KHEDA,500000,0.0,M
Pathan Abdulrazak Badshahkhan,Apna Desh Party,0,5th Pass,47,40000,KHEDA,0,0.0,M
Pathan Amanullakha Sitabkha,IND,0,10th Pass,0,97000,KHEDA,0,0.0,M
Ranveer Pranayraj Govindbhai,Bahujan Mukti Party,0,Graduate Professional,32,642900,KHEDA,53000,0.0,M
Ratansinh Udesinh Chauhan,IND,0,10th Pass,65,2680000,KHEDA,0,0.0,M
Roshan Priyvadan Shah,IND,0,Graduate Professional,39,27560000,KHEDA,807000,0.0,M
Patel Jayshreeben Kanubhai,BJP,0,10th Pass,55,13278493,MAHESANA,1814057,0.0,M
Chaudhary Dineshbhai Salubhai,Vishva Hindustani Sangathan,0,Literate,37,4410200,MAHESANA,695000,0.0,M
Girishji Jenaji Dabhi,Bharatiya National Janta Dal,2,5th Pass,37,2333000,MAHESANA,300000,0.0,M
Mahmad Azam Haiderkhan Pathan,IND,1,8th Pass,29,2522354,MAHESANA,0,0.0,M
Patel Dilipbhai Somabhai,Hindustan Janta Party,0,8th Pass,46,4321000,MAHESANA,0,0.0,M
Patel Jivabhai Ambalal,INC,0,10th Pass,75,229480000,MAHESANA,26829000,0.0,M
Patel Vandanaben Dineshbhai,AAP,0,12th Pass,39,11846813,MAHESANA,200000,0.0,M
Prajapati Vitthalbhai Virdas,IND,0,10th Pass,61,5306239,MAHESANA,0,0.0,M
Thakor Babuji Dhanaji,IND,1,5th Pass,60,445500,MAHESANA,0,0.0,M
Thakor Baldevji Maganji,IND,0,5th Pass,57,8124000,MAHESANA,0,0.0,M
Thakor Kevalji Nathaji,BSP,1,Literate,55,5068662,MAHESANA,557000,0.0,M
Thakor Mansangji Punjaji,Bahujan Mukti Party,4,5th Pass,56,3063558,MAHESANA,900000,0.0,M
Thakor Samaratji Balvantsinh,IND,0,12th Pass,35,1347000,MAHESANA,0,0.0,M
Zala Indrajitsinh Mahendrasinh,SP,0,12th Pass,36,232000,MAHESANA,0,0.0,M
Patil Chandrakant Raghunath,BJP,7,10th Pass,59,744761133,NAVSARI,405888122,0.0,M
Arunkumar Sheshram Pathak,IND,2,10th Pass,30,649767,NAVSARI,40000,0.0,M
Aslam Mistry,Bharatiya Bahujan Congress,0,8th Pass,57,976254,NAVSARI,0,0.0,M
Chauhan Kesavbhai Malabhai,BSP,0,12th Pass,59,225000,NAVSARI,0,0.0,M
Keshavji L. Saradva,IND,0,Graduate,62,56738000,NAVSARI,650000,0.0,M
Lataben Ashokkumar Dwivedi,IND,0,10th Pass,44,1794000,NAVSARI,75000,0.0,M
Maksud Mirza,INC,0,10th Pass,40,570000,NAVSARI,0,0.0,M
Patel Bhupendrakumar Dhirubhai,JD(U),0,10th Pass,34,3015000,NAVSARI,0,0.0,M
Patel Mehool Kumar Thakorbhai,AAP,0,Graduate,48,19178744,NAVSARI,2077958,0.0,M
Percy Munshi,IND,0,Graduate,51,10095000,NAVSARI,0,0.0,M
Pyarelal Bharti,Hindusthan Nirman Dal,0,10th Pass,47,21000,NAVSARI,1000,0.0,M
Ramjan Mansuri(Journalist),IND,0,10th Pass,48,170882,NAVSARI,0,0.0,M
Ravshaheb Bhimrav Patil (Bandhu),IND,0,12th Pass,40,2871000,NAVSARI,0,0.0,M
Rohit Gandhi,IND,0,Graduate,36,14778143,NAVSARI,600000,0.0,M
Saiyed Mehmood Ahmed,IND,0,10th Pass,56,102000,NAVSARI,0,0.0,M
Shaikh Hasan Dagdu,IND,0,Literate,67,149000,NAVSARI,28000,0.0,M
Sonal Kellogg,Voters Party,0,Post Graduate,51,2026644,NAVSARI,41395,0.0,M
Vimal Patel (Endhal),IND,0,12th Pass,30,126000,NAVSARI,0,0.0,M
Warde Rajubhai Bhimrao,Bahujan Mukti Party,0,5th Pass,32,1029005,NAVSARI,0,0.0,M
Chauhan Prabhatsinh Pratapsinh,BJP,3,10th Pass,72,10464000,PANCHMAHAL,0,0.0,M
Chavada Harishchandrasinh Prabhatsinh,IND,1,10th Pass,35,45000,PANCHMAHAL,0,0.0,M
Chavada Surendrasinh Narvatsinh,IND,0,Graduate,43,1702950,PANCHMAHAL,0,0.0,M
Giri Ramchandra Vaijnath,BSP,0,12th Pass,53,2182000,PANCHMAHAL,80000,0.0,M
Gora Shoeb Mohmadhanif,IND,0,5th Pass,27,50000,PANCHMAHAL,0,0.0,M
Mansuri Mukhatyar Mohammad,IND,2,10th Pass,54,698000,PANCHMAHAL,0,0.0,M
Parmar Ramsinh Prabhatsinh,INC,0,10th Pass,70,43816858,PANCHMAHAL,547000,0.0,M
Patel Pankajbhai Ravjibhai,IND,0,Graduate,41,686286,PANCHMAHAL,0,0.0,M
Piyushkumar Dilipbhai Parmar,AAP,0,Post Graduate,32,15000,PANCHMAHAL,0,0.0,M
Shaikh Kalim Abdul Latif,SP,0,8th Pass,47,536400,PANCHMAHAL,0,0.0,M
Shaikh Majitmiya Jivamiya,JD(U),0,10th Pass,65,416000,PANCHMAHAL,15000,0.0,M
Vankar Manilal Bhanabhai,IND,0,8th Pass,42,560000,PANCHMAHAL,50000,0.0,M
Vaghela Liladharbhai Khodaji,BJP,0,Graduate Professional,80,15384027,PATAN,0,0.0,M
Bhoraniya Soyabbhai Hasambhai,IND,0,8th Pass,47,2413000,PATAN,0,0.0,M
Desai Ishwarbhai Mahadevbhai,IND,0,Literate,53,1027300,PATAN,240000,0.0,M
Govindji Okhaji Thakor,JD(U),1,5th Pass,62,1891361,PATAN,0,0.0,M
Jagrala Imran Mahemud,IND,0,8th Pass,37,4219599,PATAN,1914236,0.0,M
Jakasiji Jogaji Thakor,Bahujan Mukti Party,0,8th Pass,44,1181531,PATAN,335000,0.0,M
Molapiya Abdulkudus Abdulmajid,IND,0,5th Pass,39,189000,PATAN,0,0.0,M
Nagori Imrankhan Mahmadkhan,IND,0,Post Graduate,31,291000,PATAN,78000,0.0,M
Parmar Bhaichandbhai Somabhai,Republican Party of India Ektavadi,0,5th Pass,59,273000,PATAN,0,0.0,M
Parmar Maganbhai Amarabhai,BSP,0,10th Pass,44,940000,PATAN,0,0.0,M
Prajapati Chhaganbhai Naranbhai,IND,0,10th Pass,60,2237121,PATAN,0,0.0,M
Rabari Babubhai Karshanbhai,SP,1,5th Pass,50,445000,PATAN,0,0.0,M
Rathod Bhavsinhbhai Dahyabhai,INC,0,Literate,78,6163441,PATAN,3019000,0.0,M
Vaghda Jivabhai Devabhai,IND,0,5th Pass,53,6550000,PATAN,1500000,0.0,M
Radadiya Vithalbhai Hansrajbhai,BJP,10,Graduate,55,73003639,PORBANDAR,316000,0.0,M
Butani Rajeshbhai Maganbhai,IND,0,10th Pass,41,2799596,PORBANDAR,0,0.0,M
Dhirajlal Bhurabhai Aghera,IND,0,10th Pass,51,3450000,PORBANDAR,0,0.0,M
Irfanshah Habibshah Suharavardi,SP,0,10th Pass,34,50000,PORBANDAR,0,0.0,M
Jadeja Kandhalbhai Sarmanbhai,NCP,9,8th Pass,42,283945804,PORBANDAR,4641521,0.0,M
Joshi Harish Liladhar,IND,0,8th Pass,36,56000,PORBANDAR,0,0.0,M
Khokhani Lalitaben Mansukhbhai,IND,0,Literate,48,921436,PORBANDAR,0,0.0,M
Khunti Bharatbhai Maldebhai,IND,1,8th Pass,40,810000,PORBANDAR,300000,0.0,M
Mansukh Sundaraji Dhokai,AAP,0,Graduate,59,11801815,PORBANDAR,0,0.0,M
Rathod Chandulal Mohanlal,IND,1,5th Pass,45,66000,PORBANDAR,0,0.0,M
Sadia Vrajalal Pababhai,BSP,0,Graduate,43,1672300,PORBANDAR,184409,0.0,M
Tukadia G.R.,IND,0,Graduate Professional,60,5030500,PORBANDAR,0,0.0,M
Unadakat Prakash Valabhadas,IND,0,10th Pass,48,134100,PORBANDAR,0,0.0,M
Vakil Vinzuda Ranjitbhai,IND,0,Graduate Professional,55,5284000,PORBANDAR,0,0.0,M
Mohanbhai Kalyanjibhai Kundariya,BJP,0,8th Pass,62,39512950,RAJKOT,2335530,0.0,M
Anirudhhsinh Juvansinh Zala,IND,0,10th Pass,58,12877882,RAJKOT,505939,0.0,M
Ankur Amrutkumar Dhameliya,AAP,0,12th Pass,30,3592268,RAJKOT,250000,0.0,M
Basirbhai Sulemanbhai Sama,IND,0,5th Pass,55,185149,RAJKOT,0,0.0,M
Bismillakhan Abdulkhan Pathan,IND,0,8th Pass,36,2700,RAJKOT,0,0.0,M
Degda Pravinbhai Meghajibhai,RPI(A),6,Illiterate,51,2125000,RAJKOT,50000,0.0,M
Jitendra Bhurabhai Chauhan,Republican Party of India (Khobragade),0,5th Pass,36,175000,RAJKOT,160000,0.0,M
Jivanbhai Devajibhai Parmar,BSP,2,8th Pass,51,4327977,RAJKOT,174500,0.0,M
Kuvarjibhai Mohanbhai Bavaliya,INC,1,Graduate Professional,59,20465581,RAJKOT,137692,0.0,M
Narendrabhai Amrutlal Mahajan,IND,0,8th Pass,64,30000,RAJKOT,0,0.0,M
Popatbhai Devjibhai Chavda,IND,3,5th Pass,38,190000,RAJKOT,0,0.0,M
Pravinchandra Chunilal Parekh,IND,0,Graduate Professional,83,42890000,RAJKOT,0,0.0,M
Rajeshbhai Lavjibhai Pipalva,Loktantrik Rashrtavadi Party,0,Graduate,43,2360000,RAJKOT,524000,0.0,M
Rohitbhai Mohanbhai Sagathiya,Bahujan Mukti Party,0,Post Graduate,31,104000,RAJKOT,238106,0.0,M
Vinodbhai Pragjibhai Nagani,IND,1,Graduate,43,3657966,RAJKOT,555000,0.0,M
Rathod Dipsinh Shankarsinh,BJP,0,8th Pass,62,20700176,SABARKANTHA,417585,0.0,M
Balusingh Somansingh Narve,IND,0,Post Graduate,70,665409,SABARKANTHA,3600,0.0,M
Bhambhi Chandubhai Mulchandbhai,BSP,0,12th Pass,43,858000,SABARKANTHA,400000,0.0,M
Patel Bhogilal Haribhai,Bharatiya National Janta Dal,0,8th Pass,45,3872000,SABARKANTHA,2660000,0.0,M
Patel Ishavarbhai Sakaraji,IND,0,12th Pass,47,793300,SABARKANTHA,0,0.0,M
Patel Purushottambhai Ambalal,IND,0,10th Pass,58,3990000,SABARKANTHA,125000,0.0,M
Shekh Arif Abdullatif,SP,0,Graduate,36,1398500,SABARKANTHA,1051000,0.0,M
Solanki Chhaganbhai Kevalabhai,IND,0,Post Graduate,68,2805000,SABARKANTHA,0,0.0,M
Vaghela Shankersinh,INC,0,Post Graduate,74,213576053,SABARKANTHA,0,0.0,M
Velani Shantilal Karamshih,IND,0,5th Pass,51,5469370,SABARKANTHA,0,0.0,M
Jardosh Darshnaben Vikrambhai,BJP,0,Graduate,53,18038444,SURAT,2020458,0.0,M
Desai Naishadhbhai Bhupatbhai,INC,0,Graduate Professional,57,66444237,SURAT,3940761,0.0,M
Kiritbhai Harjibhai Vasani,Yuva Sarkar,0,5th Pass,43,1140550,SURAT,0,0.0,M
Mukeshbhai Lavjibhai Ambaliya,IND,0,Literate,36,555566,SURAT,87500,0.0,M
Omprakash Anandiprasad Shrivastav,BSP,1,12th Pass,48,556081,SURAT,0,0.0,M
Patel Mohanbhai Budhabhai,AAP,0,12th Pass,61,8032681,SURAT,0,0.0,M
Sandis Mavjibhai Laxmanbhai,IND,0,10th Pass,73,81575,SURAT,0,0.0,M
Vasava Kishorbhai Chhotubhai,JD(U),17,10th Pass,40,44083000,SURAT,10500000,0.0,M
Fatepara Devajibhai Govindbhai,BJP,1,Literate,55,11685000,SURENDRANAGAR,0,0.0,M
Bar Ajamalbhai Karmanbhai,Bahujan Mukti Party,3,10th Pass,36,2791000,SURENDRANAGAR,0,0.0,M
Chavda Palabhai Nanjibhai,IND,0,Illiterate,55,172498,SURENDRANAGAR,0,0.0,M
Jethabhai Manjibhai Patel,AAP,0,5th Pass,58,8406405,SURENDRANAGAR,218601,0.0,M
Koli Patel Somabhai Gandalal,INC,0,5th Pass,73,79184058,SURENDRANAGAR,0,0.0,M
Majethiya Samratbhai Jerambhai,Hindustan Janta Party,0,Literate,47,2758000,SURENDRANAGAR,0,0.0,M
Makwana Ukabhai Amrabhai,IND,0,Graduate Professional,48,690000,SURENDRANAGAR,0,0.0,M
Makwana Vasharambhai Karshanbhai,IND,0,Post Graduate,37,129000,SURENDRANAGAR,0,0.0,M
Mansinh Shivubha Zala,IND,0,5th Pass,34,801500,SURENDRANAGAR,0,0.0,M
Parmar Minaxiben Vijaybhai,BSP,0,5th Pass,35,238278,SURENDRANAGAR,0,0.0,M
Parmar Prabhubhai Gokalbhai,IND,1,Graduate Professional,56,4464629,SURENDRANAGAR,0,0.0,M
Parmar Vasharambhai Bavalbhai,IND,0,Literate,47,216851,SURENDRANAGAR,0,0.0,M
Sankaliya Gangarambhai Tapubhai,IND,0,10th Pass,57,5275000,SURENDRANAGAR,0,0.0,M
Sapara Vipulbhai Rameshbhai,IND,0,10th Pass,28,76500,SURENDRANAGAR,0,0.0,M
Vadaliya Kalubhai Malubhai,IND,0,8th Pass,61,330500,SURENDRANAGAR,0,0.0,M
Vaghela Prakashbhai Bachubhai,IND,0,5th Pass,38,27000,SURENDRANAGAR,0,0.0,M
Vora Bhavanbhai Devajibhai,IND,0,10th Pass,43,152000,SURENDRANAGAR,0,0.0,M
Narendra Modi,BJP,0,Post Graduate,63,15157582,VADODARA,0,0.0,M
Jadav Ambalal Kanabhai,JD(U),0,Graduate Professional,48,1535000,VADODARA,60000,0.0,M
Mistry Madhusadan Devram,INC,1,Post Graduate,69,31759626,VADODARA,480000,0.0,M
Pathan Mahemudkhan Razakkhan,Apna Desh Party,0,5th Pass,28,30000,VADODARA,0,0.0,M
Pathan Sahebkhan Asifkhan,SP,0,12th Pass,37,2860000,VADODARA,0,0.0,M
Rohit Madhusudan Mohanbhai,BSP,0,12th Pass,49,4795000,VADODARA,130000,0.0,M
Sunil Digambar Kulkarni,AAP,0,Others,47,12110000,VADODARA,2680000,0.0,M
Tapan Dasgupta,SUCI(C),0,Graduate Professional,49,191809,VADODARA,0,0.0,M
Bhatt Ranjanaben Dhananjay,BJP,0,12th Pass,52,10553575,VADODARA  : BYE ELECTION ON 13-09-2014,700000,0.0,M
Narendra Ambalal Ravat,INC,19,Graduate Professional,46,21965573,VADODARA  : BYE ELECTION ON 13-09-2014,2350000,0.0,M
Pareshbhai Shankarlal Patel,IND,0,10th Pass,45,118000,VADODARA  : BYE ELECTION ON 13-09-2014,0,0.0,M
Parmar Goving Bhikhabhai,IND,0,5th Pass,59,2655395,VADODARA  : BYE ELECTION ON 13-09-2014,523693,0.0,M
Dr. K.C.Patel,BJP,0,Graduate Professional,65,131141867,VALSAD,2381344,0.0,M
Babubhai Chhaganbhai Talaviya,Bahujan Mukti Party,0,Graduate,60,1944802,VALSAD,0,0.0,M
Budhabhai Ranchhodbhai Patel,IND,0,10th Pass,53,9773500,VALSAD,0,0.0,M
Gaurangbhai Rameshbhai Patel,Hindustan Janta Party,1,12th Pass,30,240000,VALSAD,0,0.0,M
Kishanbhai Vestabhai Patel,INC,2,12th Pass,48,9272641,VALSAD,2857545,0.0,M
Laxmanbhai Chhaganbhai Vadia,CPI(ML)L,1,5th Pass,55,1104125,VALSAD,0,0.0,M
Pankajkumar Parbhubhai Patel,Aadivasi Sena Party,1,Graduate Professional,45,3718604,VALSAD,0,0.0,M
Patel Govindbhai Ranchhodbhai,AAP,1,Post Graduate,68,533572,VALSAD,300000,0.0,M
Patel Shaileshbhai Gandabhai,JD(U),0,8th Pass,44,1875886,VALSAD,0,0.0,M
Thakriya Ratilal Vajirbhai,BSP,0,5th Pass,64,1395000,VALSAD,239575,0.0,M
Rattan Lal Kataria,BJP,0,Post Graduate,62,42150634,AMBALA,843229,0.0,M
Arun Kumar,CPI,0,Graduate Professional,42,450000,AMBALA,0,0.0,M
Bhupinder Kumar,IND,0,10th Pass,47,120000,AMBALA,0,0.0,M
Bhura Ram,IND,0,Not Given,66,26119165,AMBALA,0,0.0,M
Gurnam Singh,IND,0,Not Given,55,50000,AMBALA,0,0.0,M
Ishwar Singh,IND,0,5th Pass,44,6084400,AMBALA,37741,0.0,M
Kapoor Singh,BSP,0,Doctorate,54,32373100,AMBALA,3483000,0.0,M
Kusum Sherwal,INLD,0,Doctorate,43,21378240,AMBALA,696974,0.0,M
Phool Chand,IND,0,8th Pass,57,3750000,AMBALA,0,0.0,M
Raj Kumar,INC,0,10th Pass,57,36214599,AMBALA,5883900,0.0,M
Rajender Kumar,Bhartiya Shakti Chetna Party,0,10th Pass,44,4150500,AMBALA,0,0.0,M
Ram Jawari,Rashtriya Karmyog Party,0,Graduate,49,245500,AMBALA,0,0.0,M
Ramesh Chand,IND,0,10th Pass,49,1110000,AMBALA,0,0.0,M
Surinder Pal Singh,AAP,0,Post Graduate,53,15369639,AMBALA,2104283,0.0,M
Dharambir,BJP,0,Graduate,59,50057200,BHIWANI MAHENDRAGARH,4530000,0.0,M
Bahadur Singh,INLD,0,5th Pass,57,182580199,BHIWANI MAHENDRAGARH,8699200,0.0,M
Chitter Singh Bali,IND,0,10th Pass,40,2196500,BHIWANI MAHENDRAGARH,650000,0.0,M
Dharambir S/O Banwari,IND,0,Illiterate,54,2715000,BHIWANI MAHENDRAGARH,0,0.0,M
Dharambir Singh,IND,0,Post Graduate,44,1424342,BHIWANI MAHENDRAGARH,0,0.0,M
Dharm Bir S/O Hari Singh,IND,0,10th Pass,53,51000,BHIWANI MAHENDRAGARH,48000,0.0,M
Lal Chand,Republican Backward Congress,0,Graduate,54,11484000,BHIWANI MAHENDRAGARH,0,0.0,M
Lalit Kumar,AAP,0,Graduate Professional,39,8922356,BHIWANI MAHENDRAGARH,4625841,0.0,M
Mahavir Singh,IND,0,12th Pass,56,130100,BHIWANI MAHENDRAGARH,0,0.0,M
Master Sher Singh,CPI(M),0,Graduate Professional,68,12962284,BHIWANI MAHENDRAGARH,500926,0.0,M
Narender Pichopa-Khurd,IND,0,12th Pass,30,300000,BHIWANI MAHENDRAGARH,0,0.0,M
Naresh Kumar,SP,0,Not Given,29,2992100,BHIWANI MAHENDRAGARH,0,0.0,M
Ombir,Lok Parivartan Party(DC),0,10th Pass,44,1040000,BHIWANI MAHENDRAGARH,0,0.0,M
Pardeep Singh Tanwar,IND,0,Graduate,52,17720045,BHIWANI MAHENDRAGARH,225000,0.0,M
Puran Mal,IND,0,10th Pass,78,4158000,BHIWANI MAHENDRAGARH,290000,0.0,M
Rajiv,Bahujan Mukti Party,0,12th Pass,34,161000,BHIWANI MAHENDRAGARH,0,0.0,M
Rakesh Kumar,IND,0,Graduate Professional,45,8693411,BHIWANI MAHENDRAGARH,1050000,0.0,M
Samser,National Loktantrik Party,0,Literate,43,161000,BHIWANI MAHENDRAGARH,0,0.0,M
Satpal S/O Lokram,IND,0,12th Pass,37,1754500,BHIWANI MAHENDRAGARH,1945000,0.0,M
Satpal S/O Sube,IND,0,12th Pass,34,2766000,BHIWANI MAHENDRAGARH,1700000,0.0,M
Sher Singh,IND,0,10th Pass,61,1200000,BHIWANI MAHENDRAGARH,500000,0.0,M
Shruti Choudhry,INC,0,Graduate Professional,38,1083115000,BHIWANI MAHENDRAGARH,106873000,0.0,M
Sudhir Chandwas,IND,0,Graduate Professional,27,460000,BHIWANI MAHENDRAGARH,0,0.0,M
Sukhbir Singh,IND,0,10th Pass,47,234171,BHIWANI MAHENDRAGARH,0,0.0,M
Ved Pal,BSP,6,8th Pass,44,70084365,BHIWANI MAHENDRAGARH,4037541,0.0,M
Vedparkash Bhartiya,IND,0,10th Pass,36,3378000,BHIWANI MAHENDRAGARH,160000,0.0,M
Krishan Pal,BJP,0,Graduate Professional,57,296440144,FARIDABAD,19707475,0.0,M
Aherwan Dharmender Rawat,IND,0,12th Pass,32,6109500,FARIDABAD,335000,0.0,M
Avtar Singh Bhadana,INC,1,8th Pass,58,112529244,FARIDABAD,0,0.0,M
Chaudhary Daya Chand,Bhartiya Shakti Chetna Party,0,Graduate,62,10745000,FARIDABAD,0,0.0,M
Deepak Gaur,Aarakshan Virodhi Party,0,12th Pass,31,1183000,FARIDABAD,325000,0.0,M
Dr. Kshetra Pal Singh,IND,0,Graduate Professional,55,3280000,FARIDABAD,0,0.0,M
Hamid Khan,Hindustan Kranti Dal,0,Graduate,62,5219608,FARIDABAD,49608,0.0,M
Kamal Chand Arya,Bahujan Mukti Party,0,Graduate Professional,66,36090683,FARIDABAD,0,0.0,M
Kheme Thakur,SP,1,Graduate,34,1267000,FARIDABAD,0,0.0,M
Khush Dil Sehgal (Kapoor),Akhil Bharatiya Hind Kranti Party,0,Post Graduate,0,3903000,FARIDABAD,45000,0.0,M
Kusum Kumari,All India Peoples Front (Radical),0,Post Graduate,28,75167,FARIDABAD,0,0.0,M
Lalit Mittal,IND,0,Post Graduate,28,4295126,FARIDABAD,0,0.0,M
Laxman,IND,0,Not Given,37,127600,FARIDABAD,0,0.0,M
Mandheer Singh Maan,IND,0,10th Pass,40,40072745,FARIDABAD,0,0.0,M
Mohd. Mukim,National Loktantrik Party,0,10th Pass,25,3999000,FARIDABAD,80000,0.0,M
Mukesh Kumar Singh,IND,0,12th Pass,38,1928506,FARIDABAD,0,0.0,M
Nanak Chand,IND,0,10th Pass,47,512000,FARIDABAD,0,0.0,M
Nirmala,JD(U),0,Illiterate,45,2914700,FARIDABAD,0,0.0,M
Purshotam,AAP,0,10th Pass,32,27376208,FARIDABAD,1193221,0.0,M
R K Anand,INLD,0,Graduate Professional,71,149352852,FARIDABAD,15495731,0.0,M
Rajender,IND,0,10th Pass,42,940500,FARIDABAD,0,0.0,M
Rajender,BSP,0,Graduate,51,17146020,FARIDABAD,250000,0.0,M
Ravinder,ABHM,0,12th Pass,33,327600,FARIDABAD,0,0.0,M
Sanjay Maurya,IND,0,8th Pass,40,143541,FARIDABAD,0,0.0,M
Shushila,IND,0,10th Pass,37,40072745,FARIDABAD,0,0.0,M
Sukhveer,Rashtriya Bahujan Congress Party,0,5th Pass,40,1303736,FARIDABAD,0,0.0,M
Vijay Raj,IND,0,Post Graduate,30,2035329,FARIDABAD,0,0.0,M
Inderjit Singh,BJP,0,Graduate Professional,64,250698763,GURGAON,0,0.0,M
Abdul Latif,IND,0,5th Pass,0,50000,GURGAON,0,0.0,M
Ahshan Ali,IND,0,Graduate,43,2090000,GURGAON,0,0.0,M
Akbar Kasmi,Rashtriya Ulama Council,0,Others,43,1592000,GURGAON,0,0.0,M
Ashok Bhardwaj,National Janhit Congress (AB),0,Graduate Professional,51,239374641,GURGAON,3790167,0.0,M
Dharampal,BSP,0,12th Pass,42,16990111,GURGAON,0,0.0,M
Dharampal Yadav,INC,0,Graduate,71,76792493,GURGAON,0,0.0,M
Fauji Jai Kawar Tyagi Dixit,IND,0,8th Pass,59,42915552,GURGAON,0,0.0,M
Hemant Kumar Saini,Bahujan Mukti Party,0,10th Pass,41,15206538,GURGAON,1008079,0.0,M
Karan Singh,IND,0,Graduate,39,58279661,GURGAON,2735214,0.0,M
Kusheshwar Bhagat,IND,0,8th Pass,43,181000,GURGAON,0,0.0,M
Mahender Jat,IND,0,Graduate Professional,41,10206000,GURGAON,400000,0.0,M
Manoj Yadav,IND,0,12th Pass,33,3298000,GURGAON,1450000,0.0,M
Mul Chand,IND,0,10th Pass,56,33392000,GURGAON,750000,0.0,M
Ombir Sharma,IND,0,10th Pass,37,5496500,GURGAON,0,0.0,M
Rajeev Yadav,IND,0,Post Graduate,38,3963909,GURGAON,0,0.0,M
Rajesh,IND,0,10th Pass,43,36429409,GURGAON,880000,0.0,M
Surinder Kumar Khullar,IND,0,Graduate,61,15164593,GURGAON,3641000,0.0,M
Umed Singh,RASHTRIYA MORCHA PARTY,0,Others,27,30500,GURGAON,0,0.0,M
Usha Rani Verma,IND,0,Post Graduate,35,5821000,GURGAON,917021,0.0,M
Yogendra Singh Yadav,AAP,0,Post Graduate,50,29709151,GURGAON,1387505,0.0,M
Zakir Hussain,INLD,0,Graduate Professional,52,81039887,GURGAON,789903,0.0,M
Dushyant Chautala,INLD,0,Graduate,26,361326990,HISAR,68744460,0.0,M
Arun Kumar,IND,0,12th Pass,31,13095700,HISAR,320000,0.0,M
Atam Parkash,IND,0,Post Graduate,58,13665554,HISAR,0,0.0,M
Baljeet,IND,0,Graduate,35,410700,HISAR,0,0.0,M
Balwan Singh,IND,0,12th Pass,49,3560500,HISAR,300000,0.0,M
Dr. Rajesh Mahendia,IND,0,Doctorate,39,3298180,HISAR,350000,0.0,M
Dr. Yudhbir Singh Khyalia,AAP,0,Doctorate,59,23346340,HISAR,7678981,0.0,M
Hansraj,IND,0,12th Pass,42,60000,HISAR,0,0.0,M
Kartar Singh,IND,0,Graduate,62,36950500,HISAR,0,0.0,M
Kuldeep Bishnoi,HJC(BL),1,Graduate,45,786595116,HISAR,104464405,0.0,M
Kuldeep S/O Ishwar Singh,IND,0,Graduate,33,1522160,HISAR,0,0.0,M
Kuldeep S/O Karan Singh,IND,0,8th Pass,37,225700,HISAR,0,0.0,M
Kuldeep S/O Madan Lal,IND,0,5th Pass,48,1012562,HISAR,48000,0.0,M
Kuldeep S/O Narain Singh,IND,0,5th Pass,30,55000,HISAR,0,0.0,M
Kuldeep S/O Pardumn,IND,0,Post Graduate,30,260000,HISAR,102000,0.0,M
Kuldeep S/O Sajjan,IND,0,12th Pass,38,6548165,HISAR,137000,0.0,M
Kuldeep Singh S/O Shishpal,Bahujan Mukti Party,0,Post Graduate,25,25500,HISAR,0,0.0,M
Mamta Rani,"Rashtrawadi Parivartan Party (L.B,)",0,8th Pass,46,3922079,HISAR,138000,0.0,M
Mange Ram,BSP,0,12th Pass,45,14755486,HISAR,0,0.0,M
Narender,IND,1,10th Pass,43,30260500,HISAR,700000,0.0,M
Naresh Batra,IND,0,10th Pass,43,38729000,HISAR,0,0.0,M
Narinder Kumar,IND,0,Others,32,8931000,HISAR,600000,0.0,M
Om Parkash,Bharatiya Sant Mat Party,0,10th Pass,37,2024000,HISAR,0,0.0,M
Phul Singh,CPI(M),0,Graduate,56,14551828,HISAR,1022496,0.0,M
Raj Kumar,IND,0,10th Pass,31,66000,HISAR,0,0.0,M
Raj Singh,IND,0,Others,39,708500,HISAR,0,0.0,M
Rakesh Kumar (Rinku Bhai),IND,0,12th Pass,27,451122,HISAR,28102,0.0,M
Ramphal,IND,0,12th Pass,34,26200,HISAR,0,0.0,M
Sampat Singh,INC,0,Post Graduate,64,62661560,HISAR,14371778,0.0,M
Satbir,IND,0,5th Pass,53,4959708,HISAR,0,0.0,M
Shiv Kumar,IND,0,10th Pass,46,305500,HISAR,0,0.0,M
Shravan Kumar Asija,IND,0,12th Pass,55,2380000,HISAR,0,0.0,M
Sita Ram,IND,0,Graduate,34,1200500,HISAR,400000,0.0,M
Sunder,IND,0,Literate,44,10170500,HISAR,300000,0.0,M
Sushil Kaushik,IND,0,Post Graduate,39,51500,HISAR,0,0.0,M
Sushil Nidhi,IND,0,12th Pass,41,2306220,HISAR,800000,0.0,M
